IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
5.76,14.64,11.35,6.98,58.81,24.36,32.47,0.05,0.05,0.04,0.05,1.82,-17.38,6.86,1.27,0.52,9.9,-5.84,0.45,1.39,4.51,0.49,0.58,-0.98,0.35,0.59,0.02,0.59,N
5.06,22.04,11.04,9.59,19.35,21.85,22.21,0.05,0.08,0.03,0.04,1.8,-4.03,2.75,0.84,0.55,3.67,2.79,0.55,-0.85,-0.65,0.4,0.47,-0.99,1.64,0.75,0.02,0.61,N
16.82,35.23,12.04,13.74,14.55,35.36,34.31,0.03,0.08,0.05,0.11,0.29,-1.8,1.81,1.52,0.54,1.65,21.39,0.42,-1.24,0.48,0.42,0.49,0.1,1.46,0.03,0.02,0.59,N
5.58,44.58,11.49,9.15,21.54,284.53,102.76,0.05,0.17,0.04,0.05,0.54,-5.63,2.75,0.94,0.56,4.29,10.91,0.55,0.98,9.61,0.55,0.57,-0.38,1.16,0.28,0.02,0.56,N
4.19,15.07,9.02,9.89,16.47,25.3,27.96,0.05,0.1,0.03,0.04,0.5,-19.18,5.39,1.04,0.57,5.06,-6.02,0.53,0.43,22.15,0.67,0.49,-0.6,1.32,0.67,0.02,0.6,N
6.32,55.25,8.6,8.1,15.28,35.86,25.31,0.04,0.04,0.04,0.05,0.68,-1.81,4.01,1.12,0.58,2.64,3.77,0.54,-1.18,5.45,0.32,0.67,-0.55,0.48,0.44,0.01,0.6,N
6.08,25.68,8.21,12.35,16.68,156.11,136.4,0.09,0.04,0.24,0.16,1.82,-1.07,1.13,0.33,0.55,1.3,1.83,0.4,0.08,-6.89,0.4,0.18,-0.38,1.51,-0.42,0.01,0.56,N
4.58,15.31,12.92,13.16,18.18,28.71,37.07,0.05,0.05,0.18,0.06,1.74,-2.96,15.26,1.08,0.63,7.07,-9.86,0.57,1.16,14.12,0.49,0.58,-0.45,1.11,0.56,0.02,0.61,N
5.91,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.04,0.05,0.06,0.08,1.18,6.45,0.84,0.14,6.7,-1.3,0.3,0.93,7.66,0.56,0.6,0.93,0.44,0.61,0.02,0.62,N
4.23,12.17,8.3,10.18,64.45,130.13,84.14,0.06,0.05,0.04,0.05,0.72,8.66,-13.15,0.44,0.53,-7.73,-9.94,0.53,1.03,7.51,0.47,0.52,-1.04,1.52,1.27,0.02,0.59,N
5.94,17.35,11.12,8.48,18.99,25.85,24.84,0.05,0.05,0.04,0.04,8.31,25.89,13.02,1.05,0.47,-80.66,-10.48,0.49,0.78,16.9,0.57,0.59,-0.92,0.89,0.64,0.02,0.59,N
3.88,23.4,8.97,6.96,14.59,43.59,36.62,0.04,0.03,0.11,0.07,5.22,-10.66,3.8,0.85,0.62,6.3,4.03,0.55,0.82,15.39,0.57,0.58,-0.63,1.01,0.14,0.01,0.02,N
5.51,28.34,10.23,21.38,34.21,38.71,43.94,0.09,0.03,0.03,0.04,0.36,-2.34,1.47,1.19,0.44,1.37,144.71,0.52,-1.02,0.47,0.41,0.32,-0.04,1.21,0.58,0.02,0.54,N
4.39,12.72,11.39,7.71,35.84,20.67,18.77,0.03,0.04,0.05,0.04,1.65,-7.06,-11.07,0.6,0.59,176.16,-24.21,0.57,1.3,8.68,0.4,0.57,-1.06,1.14,0.89,0.02,0.62,N
5.28,28.99,8.74,7.04,49.82,207.7,164.9,0.06,0.05,0.05,0.04,1.0,-4.82,-8.47,0.32,0.58,-24.15,18.91,0.56,-1.16,2.31,0.37,0.53,-0.59,0.95,1.26,0.02,0.64,N
5.76,20.05,10.14,11.86,33.64,40.88,22.72,0.04,0.04,0.06,0.03,0.72,-28.72,4.91,1.06,0.53,9.2,-5.29,0.44,-1.24,2.87,0.41,0.4,-0.88,0.33,0.96,0.01,0.6,N
7.31,15.77,9.11,9.03,20.18,25.86,25.48,0.04,0.04,0.07,0.07,1.85,-6.79,3.12,1.53,0.58,4.98,-9.6,0.53,1.23,3.12,0.47,0.43,-0.9,1.65,1.0,0.02,0.59,N
5.34,48.61,10.42,11.38,50.67,61.4,61.4,0.15,0.03,0.06,0.05,1.47,-6.86,5.64,1.05,0.44,4.63,-34.46,0.5,-0.95,0.11,0.41,0.52,-0.04,1.04,0.86,0.01,0.68,N
16.03,12.42,15.24,10.52,34.86,20.58,22.93,0.03,0.04,0.04,0.05,0.44,-1.82,2.79,2.09,0.45,2.0,-4.11,0.3,2.01,0.37,0.24,0.0,0.44,0.37,0.24,0.01,0.36,N
4.97,25.92,10.01,12.06,11.39,22.24,28.44,0.06,0.05,0.04,0.05,0.48,-8.56,4.12,1.1,0.45,6.62,-48.73,0.53,0.37,3.95,0.4,0.55,-0.55,0.87,0.26,0.02,0.63,N
6.24,23.92,6.57,43.01,16.63,184.41,185.92,0.04,0.06,0.07,0.03,0.48,-264.94,11.82,0.76,0.65,-26.16,-7.93,0.5,1.55,6.47,0.43,0.61,-0.69,1.04,0.7,0.01,0.62,N
4.39,20.29,15.52,7.63,45.0,105.89,111.65,0.07,0.05,0.04,0.05,0.43,-14.94,-34.27,0.72,0.55,14.94,-5.41,0.49,1.13,10.84,0.54,0.57,-0.35,0.51,0.67,0.02,0.59,N
5.64,22.13,6.11,7.62,16.01,73.13,64.35,0.03,0.13,0.04,0.05,0.6,5.07,4.77,1.13,0.52,-42.91,-9.27,0.5,-2.32,8.34,0.39,0.49,-1.02,0.68,0.66,0.01,0.51,N
-1.35,30.76,11.14,7.76,22.56,38.55,60.71,0.04,0.04,0.05,0.07,0.66,-1.86,7.34,0.94,0.62,3.21,2.5,0.59,-0.56,-2.89,0.39,0.57,-0.52,1.25,0.3,0.02,0.49,N
14.72,16.68,8.09,8.57,21.47,82.31,260.21,0.04,0.04,0.1,0.05,0.57,-3.16,-5.62,0.56,0.57,-34.44,-3.54,0.5,1.23,9.31,0.51,0.53,-0.63,1.07,0.57,0.02,0.54,N
14.47,32.42,11.76,7.2,11.91,32.18,24.89,0.14,0.08,0.05,0.07,1.26,-7.58,3.47,1.14,0.56,3.04,-9.39,0.51,0.66,27.24,0.62,0.45,-0.6,1.74,0.7,0.02,0.54,N
5.39,25.52,7.48,9.87,38.02,36.94,40.81,0.06,0.05,0.08,0.05,0.47,5.3,-14.16,0.62,0.6,-10.13,-1.88,0.49,1.44,3.09,0.47,0.61,-0.5,0.89,0.72,0.02,0.59,N
5.74,27.21,9.17,13.85,58.6,93.2,97.04,0.04,0.08,0.06,0.04,1.03,19.15,-1.77,0.5,0.52,-3.49,-2.01,0.51,1.34,5.41,0.47,0.51,-0.77,0.55,1.1,0.01,0.52,N
8.24,16.12,7.91,11.6,19.88,26.13,23.4,0.05,0.03,0.03,0.05,1.79,-3.01,2.78,1.28,0.59,3.42,1.97,0.59,-1.93,6.89,0.43,0.53,-1.37,1.55,0.27,0.01,0.63,N
4.53,25.94,13.75,9.59,34.12,20.68,23.02,0.05,0.04,0.05,0.07,1.78,74.76,-21.67,0.54,0.58,-10.05,70.63,0.53,0.96,13.43,0.59,0.58,-1.15,1.49,0.12,0.02,0.61,N
4.65,13.75,6.72,7.44,11.01,25.65,20.36,0.03,0.04,0.05,0.03,2.23,-14.45,23.74,0.8,0.58,-20.32,-29.02,0.54,1.37,7.2,0.45,0.51,-0.83,1.15,0.27,0.02,0.62,N
17.48,15.98,9.27,9.27,10.59,69.5,87.59,0.05,0.08,0.05,0.04,4.96,-25.84,-9.47,0.59,0.61,-13.48,-12.2,0.49,1.24,6.91,0.52,0.48,-1.67,1.29,0.45,0.01,0.54,N
7.39,8.5,12.01,8.61,28.14,22.8,21.1,0.1,0.05,0.04,0.06,1.8,-2.39,2.24,1.12,0.61,2.63,29.15,0.54,-1.74,8.33,0.41,0.61,-1.13,1.72,0.65,0.01,0.47,N
5.1,12.69,6.61,9.4,12.23,54.57,34.79,0.06,0.13,0.14,0.13,0.94,-18.39,13.42,1.1,0.61,23.34,-1.52,0.4,1.39,8.15,0.49,0.6,0.39,0.67,0.61,0.02,0.64,N
5.85,36.51,14.79,11.45,9.85,62.52,41.62,0.08,0.03,0.07,0.09,1.02,-11.43,21.31,1.08,0.54,19.99,-18.08,0.55,0.28,-6.21,0.39,0.45,-0.74,1.13,0.33,0.02,0.62,N
5.94,27.76,10.08,9.24,28.59,32.78,31.07,0.05,0.06,0.05,0.05,0.97,-2.17,2.36,1.27,0.54,1.87,2.26,0.46,-1.46,1.89,0.39,0.12,-0.58,1.08,0.36,0.01,0.63,N
6.23,13.5,6.58,8.51,10.36,21.99,22.56,0.06,0.05,0.03,0.03,1.52,-4.33,4.46,0.75,0.6,4.77,3.33,0.58,1.02,11.58,0.51,0.51,-0.88,1.1,0.34,0.02,0.59,N
9.54,16.3,11.12,10.66,29.45,34.12,37.28,0.05,0.04,0.04,0.04,1.45,-7.03,10.46,0.91,0.64,7.11,-26.53,0.61,0.48,31.83,0.66,0.56,-1.03,1.15,0.6,0.02,0.62,N
6.45,28.85,9.06,7.29,12.22,25.82,24.02,0.05,0.03,0.04,0.04,1.6,-2.84,6.48,1.42,0.62,6.27,4.38,0.5,1.99,4.46,0.44,0.68,-1.26,1.29,0.5,0.02,0.53,N
16.5,19.6,14.37,13.48,33.98,56.71,45.81,0.21,0.14,0.09,0.04,1.07,-3.86,16.9,0.61,0.54,6.6,-10.97,0.52,-1.02,0.38,0.31,0.52,-0.62,1.54,0.75,0.02,0.62,N
6.24,17.05,10.72,7.57,15.25,23.28,24.27,0.06,0.06,0.18,0.15,0.27,-2.75,122.56,0.67,0.49,5.44,-1.45,0.42,1.22,8.74,0.55,0.58,0.17,1.33,0.45,0.01,0.39,N
0.03,11.84,13.54,6.69,31.58,59.36,77.56,0.06,0.12,0.04,0.03,1.0,-7.46,5.71,1.27,0.56,9.62,50.74,0.44,1.38,5.77,0.45,0.55,-1.34,0.25,0.67,0.01,0.63,N
5.82,18.56,10.17,9.0,21.28,20.01,19.59,0.1,0.04,0.06,0.08,1.43,-6.94,7.26,1.18,0.5,4.78,12.4,0.56,1.28,9.09,0.44,0.53,-1.43,1.7,0.94,0.01,0.65,N
7.05,17.46,5.71,10.32,35.16,46.95,39.0,0.06,0.03,0.03,0.04,0.78,-5.45,1.43,1.43,0.57,3.53,2.21,0.52,0.35,-5.36,0.34,0.55,-0.32,1.54,-0.19,0.01,0.63,N
6.48,15.13,8.49,7.63,18.93,23.08,25.77,0.04,0.07,0.03,0.03,1.8,25.19,15.05,0.84,0.52,31.67,7.26,0.47,0.94,7.5,0.57,0.41,-1.07,0.44,0.27,0.02,0.6,N
5.34,17.01,6.33,12.1,20.59,73.02,75.45,0.03,0.07,0.05,0.04,0.71,-5.64,-21.38,0.5,0.56,42.64,55.42,0.52,1.33,2.84,0.43,0.59,-0.77,1.24,0.33,0.02,0.62,N
-1.65,21.59,12.01,7.09,17.07,566.92,347.34,0.06,0.08,0.06,0.05,1.68,20.76,-4.18,0.38,0.57,-5.98,-3.11,0.46,0.94,12.13,0.53,0.5,-1.09,0.86,0.72,0.02,0.64,N
5.57,12.85,7.58,11.93,15.62,24.93,22.54,0.04,0.07,0.11,0.04,4.68,-2.47,2.45,1.28,0.53,2.75,1.57,0.61,-0.48,-2.17,0.31,0.49,-1.25,1.72,-0.12,0.01,0.62,N
8.83,15.81,8.71,6.43,18.77,121.61,404.76,0.03,0.05,0.05,0.03,2.17,-34.63,7.61,1.11,0.57,75.41,-13.2,0.44,-0.51,-2.0,0.33,0.53,-1.15,0.81,0.36,0.02,0.62,N
4.7,14.36,8.47,10.74,13.06,33.04,31.77,0.05,0.03,0.04,0.03,0.55,-1.87,2.75,1.25,0.59,2.22,-24.8,0.45,1.55,0.68,0.44,0.51,-0.15,1.69,0.15,0.01,0.58,N
5.82,30.95,11.99,14.25,28.58,24.88,24.66,0.04,0.06,0.03,0.03,0.71,79.75,-231.1,0.72,0.55,36.4,32.56,0.55,1.71,9.93,0.49,0.55,-0.85,0.71,0.49,0.02,0.58,N
3.16,25.33,14.48,8.4,20.55,21.3,29.13,0.06,0.03,0.19,0.19,0.71,-3.15,2.76,1.16,0.53,2.83,109.45,0.57,-1.16,2.96,0.41,0.5,-0.59,1.34,0.54,0.02,0.59,N
5.03,19.22,12.66,11.48,23.25,59.44,58.35,0.06,0.06,0.07,0.05,0.89,124.1,214.56,0.36,0.55,-13.13,-13.37,0.46,-0.2,-6.46,0.36,0.49,-1.23,2.27,0.65,0.02,0.65,N
4.85,13.63,7.29,6.83,19.72,34.6,40.42,0.04,0.05,0.06,0.04,1.66,-2.43,4.44,1.1,0.54,3.64,2.9,0.53,-1.02,2.38,0.36,0.58,-1.62,0.36,0.6,0.01,0.55,N
4.76,15.25,9.99,7.68,19.85,63.21,62.37,0.04,0.05,0.1,0.08,0.54,-3.59,3.58,1.21,0.54,3.81,158.85,0.52,-0.83,0.33,0.39,0.56,-0.65,0.35,0.57,0.02,0.59,N
14.47,52.63,12.19,7.95,20.47,50.58,43.61,0.08,0.06,0.07,0.07,1.74,-1.72,4.0,0.86,0.47,3.54,-292.6,0.41,-0.52,-2.05,0.42,0.59,-0.35,1.55,0.65,0.0,0.0,N
4.76,19.66,10.45,9.83,27.59,34.36,36.74,0.04,0.04,0.05,0.04,0.93,-3.12,2.78,1.66,0.52,3.36,7.73,0.45,-0.87,0.32,0.39,0.6,-0.8,0.33,0.29,0.02,0.62,N
5.71,14.08,7.31,7.47,12.98,36.71,37.0,0.03,0.03,0.08,0.07,0.95,-4.66,2.41,1.05,0.51,3.51,41.13,0.52,1.17,10.24,0.48,0.53,-0.62,0.49,0.47,0.02,0.58,N
9.67,7.98,9.38,8.87,13.45,29.68,30.26,0.07,0.06,0.04,0.04,1.89,-1.14,3.44,0.97,0.59,2.06,1.92,0.4,-1.24,1.42,0.43,0.32,-1.28,2.18,0.18,0.02,0.6,N
-0.02,25.95,7.87,7.29,15.47,66.38,65.64,0.04,0.08,0.04,0.05,0.68,-2.4,-23.06,0.51,0.51,8.89,88.48,0.54,-0.81,-2.03,0.36,0.66,-0.76,0.88,0.53,0.02,0.63,N
4.35,13.87,8.65,5.88,10.79,96.94,84.03,0.09,0.04,0.06,0.04,6.72,82.58,41.45,1.04,0.56,-26.73,12.91,0.52,1.52,9.38,0.53,0.53,-1.39,1.06,0.46,0.02,0.63,N
-0.31,13.45,14.26,6.56,17.52,29.38,26.03,0.05,0.06,0.05,0.04,0.76,-41.39,-18.8,0.43,0.58,-10.79,289.43,0.48,1.86,13.22,0.43,0.54,-1.14,0.78,0.57,0.02,0.61,N
7.39,8.59,12.99,14.61,25.91,32.91,36.78,0.05,0.08,0.04,0.05,0.58,-33.37,-49.33,0.75,0.52,-39.09,-9.33,0.52,1.36,4.02,0.49,0.46,-0.62,1.11,0.44,0.02,0.63,N
5.86,15.41,9.09,8.53,42.06,43.37,26.37,0.05,0.09,0.11,0.09,0.98,-11.51,20.76,1.05,0.59,12.53,-8.44,0.55,1.15,15.0,0.53,0.52,-0.87,1.44,0.92,0.02,0.65,N
5.33,19.81,9.31,10.34,63.08,28.76,32.78,0.06,0.07,0.04,0.06,0.73,-9.72,-32.05,0.59,0.53,22.23,-3.79,0.51,1.33,2.3,0.41,0.52,-0.43,0.65,0.67,0.02,0.63,N
5.92,70.75,20.4,8.56,11.34,48.01,37.27,0.14,0.13,0.08,0.08,0.54,-7.26,-4.69,1.23,0.54,-5.6,-6.04,0.31,-1.89,4.22,0.44,0.57,-0.1,1.95,0.72,0.0,0.0,N
7.72,21.49,13.22,12.45,86.05,27.65,46.77,0.08,0.14,0.1,0.07,1.86,-1.86,8.78,0.93,0.51,4.45,3.9,0.46,1.81,7.28,0.39,0.57,-0.7,1.87,0.51,0.02,0.57,N
5.98,25.8,6.99,8.24,20.89,18.16,21.27,0.04,0.04,0.1,0.05,2.03,-4.23,4.3,1.22,0.55,7.47,-19.16,0.55,2.36,9.97,0.41,0.63,-0.85,1.5,0.48,0.01,0.62,N
4.56,18.58,8.32,9.63,17.91,47.09,36.9,0.05,0.07,0.05,0.09,1.01,-4.44,5.02,0.65,0.55,5.54,-81.04,0.57,0.8,4.81,0.4,0.48,-0.79,1.01,0.84,0.02,0.65,N
5.87,13.68,14.26,9.78,31.65,29.47,24.3,0.06,0.04,0.04,0.04,1.07,-71.71,4.97,1.23,0.62,29.63,-37.06,0.49,-0.71,-1.19,0.4,0.61,-1.16,0.79,0.31,0.02,0.62,N
4.86,15.91,13.28,8.45,32.65,28.47,21.5,0.06,0.09,0.06,0.07,1.09,-0.9,2.77,0.86,0.56,2.35,-10.91,0.39,1.56,7.19,0.47,0.6,-0.08,1.12,0.72,0.02,0.58,N
4.57,19.03,8.8,11.38,22.65,64.53,54.93,0.05,0.13,0.05,0.04,0.95,-5.4,2.39,0.99,0.63,3.63,2.58,0.46,0.14,-12.85,0.38,0.38,-0.42,0.73,0.4,0.02,0.62,N
4.9,16.26,11.57,8.22,19.58,96.45,143.23,0.05,0.04,0.14,0.26,1.07,19.14,1.4,1.3,0.55,4.06,-18.2,0.54,1.15,4.9,0.49,0.47,-0.65,1.19,0.55,0.01,0.6,N
4.16,19.48,5.57,7.76,24.65,63.33,42.5,0.03,0.06,0.09,0.06,2.16,161.08,4.73,0.63,0.49,25.08,433.14,0.47,-1.24,2.76,0.37,0.58,-1.01,0.96,0.42,0.02,0.6,N
5.0,22.47,8.22,7.82,11.9,27.88,25.2,0.07,0.03,0.05,0.04,0.54,-2.38,2.32,1.77,0.54,2.57,5.84,0.46,-1.53,4.23,0.32,0.74,-0.27,0.34,0.42,0.02,0.62,N
14.04,18.59,5.67,10.46,21.6,20.81,22.55,0.03,0.06,0.04,0.05,1.77,8.43,-30.96,0.55,0.54,-9.79,-13.37,0.52,1.35,5.54,0.44,0.47,-0.73,1.09,0.71,0.02,0.6,N
4.37,32.3,7.88,7.26,29.64,74.44,58.15,0.03,0.03,0.03,0.04,8.05,-3.95,3.79,0.75,0.59,5.77,3.45,0.49,-0.75,-6.65,0.35,0.46,-2.45,1.25,0.55,0.02,0.6,N
5.43,259.26,5.94,333.33,33.06,466.67,466.67,0.04,0.04,0.05,0.09,0.36,1.4,32.63,0.72,0.5,-3.48,-2.27,0.45,1.27,2.22,0.29,0.51,-0.62,0.71,0.06,0.02,0.64,N
10.26,66.7,8.94,9.07,25.8,33.67,28.71,0.04,0.05,0.15,0.1,1.08,-1.0,1.77,0.95,0.54,1.75,1.47,0.51,-0.88,-0.28,0.32,0.51,-0.12,1.41,0.13,0.02,0.4,N
16.7,10.57,11.24,17.15,15.46,146.7,173.07,0.11,0.13,0.13,0.13,2.83,-13.44,4.96,4.53,0.53,5.37,-0.41,0.24,1.01,10.46,0.44,0.52,1.47,0.53,1.43,0.01,0.41,N
6.23,12.42,11.08,12.27,9.92,108.73,60.8,0.06,0.05,0.05,0.05,1.56,-2.2,19.97,0.54,0.42,13.27,1.79,0.35,0.49,-4.34,0.4,0.29,-1.84,2.64,-0.35,0.0,0.47,N
5.1,35.78,9.53,9.85,11.4,42.77,36.64,0.04,0.04,0.04,0.05,0.57,-8.82,12.06,1.03,0.52,10.75,6.87,0.53,-0.87,0.67,0.37,0.53,-0.93,0.88,-0.04,0.02,0.62,N
12.34,24.62,9.93,11.76,27.79,30.14,33.74,0.06,0.04,0.04,0.04,1.72,-2.28,-12.71,0.59,0.54,8.14,3.5,0.55,1.77,7.1,0.45,0.53,-1.03,0.7,0.1,0.01,0.58,N
4.78,54.32,6.27,9.09,12.44,335.95,299.65,0.04,0.05,0.05,0.08,0.45,31.23,7.17,0.78,0.5,70.42,-4.33,0.46,1.2,7.98,0.51,0.6,-0.51,0.65,0.45,0.02,0.64,N
13.21,17.45,6.91,9.41,49.41,20.66,21.62,0.06,0.05,0.05,0.05,1.48,-1.66,7.2,1.37,0.47,3.15,7.83,0.45,-0.87,1.22,0.26,0.5,-0.81,0.33,0.61,0.0,0.0,N
5.73,27.23,10.1,10.97,13.92,45.03,39.68,0.06,0.04,0.13,0.17,-249.19,-19.65,3.36,0.85,0.39,6.45,58.25,0.34,1.05,0.79,0.33,0.48,-0.12,1.49,0.07,0.01,0.48,N
17.88,13.77,8.7,9.48,12.02,27.55,25.67,0.04,0.08,0.03,0.03,1.03,-3.04,1.81,1.76,0.47,2.43,-12.25,0.4,-1.07,0.09,0.3,0.21,-0.5,0.39,0.17,0.01,0.39,N
5.39,24.35,8.21,22.16,9.79,83.55,82.69,0.06,0.05,0.06,0.06,0.69,-1.66,5.94,0.82,0.52,3.28,2.49,0.56,1.96,-0.25,0.46,0.61,-0.77,1.75,0.36,0.02,0.6,N
5.26,27.78,7.51,14.18,31.0,32.15,37.26,0.08,0.05,0.04,0.06,1.94,7.13,9.85,0.97,0.57,-28.78,-45.6,0.53,1.19,5.03,0.45,0.49,-0.98,0.59,0.74,0.02,0.63,N
5.51,18.34,8.28,7.33,13.37,32.43,31.23,0.06,0.04,0.03,0.03,1.83,-5.07,11.89,0.88,0.6,10.8,9.03,0.55,2.03,3.6,0.39,0.56,-0.85,0.9,0.2,0.02,0.61,N
5.38,15.17,8.27,7.72,21.68,38.92,43.25,0.05,0.03,0.05,0.11,6.33,-6.0,9.44,0.68,0.53,11.07,2.83,0.55,-0.85,0.03,0.39,0.49,-1.28,1.49,0.55,0.02,0.55,N
5.56,30.36,9.33,8.6,17.35,311.72,162.5,0.07,0.06,0.06,0.04,1.46,-4.7,4.22,0.77,0.55,4.22,8.91,0.54,1.04,14.15,0.48,0.44,-1.25,1.45,1.23,0.02,0.58,N
16.39,25.24,7.79,12.21,21.07,135.25,366.14,0.04,0.04,0.1,0.13,0.81,17.04,6.62,0.91,0.51,-37.23,-4.9,0.47,-0.95,0.67,0.36,0.57,-0.59,0.61,0.03,0.02,0.61,N
-2.92,23.96,10.27,6.88,43.9,259.45,295.49,0.06,0.11,0.07,0.07,0.57,-25.54,-396.2,0.8,0.53,-86.45,-2.65,0.46,-0.55,-1.77,0.4,0.52,-0.47,1.44,0.47,0.01,0.54,N
7.18,18.91,7.62,11.47,19.66,40.12,77.01,0.08,0.09,0.07,0.14,17.94,-3.61,9.42,1.08,0.52,7.41,-96.3,0.35,1.2,1.83,0.63,0.64,0.08,1.26,0.22,0.0,0.0,N
6.31,19.5,6.35,7.41,22.56,44.64,61.92,0.04,0.03,0.05,0.04,1.93,26.0,0.96,0.85,0.54,3.52,7.43,0.5,1.66,5.71,0.43,0.6,-0.48,0.74,0.63,0.02,0.59,N
5.34,17.81,9.04,8.19,20.93,31.26,25.87,0.06,0.05,0.06,0.06,2.01,-7.21,2.8,1.34,0.6,7.46,4.83,0.55,-2.03,4.87,0.43,0.55,-0.85,1.28,0.58,0.02,0.62,N
4.28,18.95,12.09,5.93,10.75,30.24,38.58,0.06,0.05,0.05,0.04,0.46,28.94,2.63,0.5,0.55,6.57,-5.56,0.53,1.92,-0.54,0.41,0.57,-0.48,1.35,0.8,0.01,0.54,N
-0.1,13.39,7.08,11.78,18.96,35.73,36.46,0.04,0.11,0.12,0.1,2.05,-12.48,11.09,0.94,0.56,32.14,-11.84,0.54,1.86,15.79,0.48,0.55,-0.67,1.15,0.55,0.01,0.56,N
6.29,28.8,10.73,8.85,18.29,326.46,209.75,0.06,0.04,0.04,0.03,0.82,15.04,-11.23,0.59,0.48,-14.26,11.27,0.51,-1.01,0.47,0.4,0.53,-0.74,1.43,0.05,0.02,0.61,N
4.93,26.22,15.11,7.5,10.67,33.36,29.62,0.12,0.06,0.03,0.11,0.57,-1.43,0.91,0.37,0.54,1.26,-4.92,0.37,-1.72,3.37,0.43,0.58,0.48,0.94,0.04,0.01,0.36,N
6.23,13.6,7.2,16.08,37.33,51.88,38.67,0.05,0.03,0.04,0.03,6.36,-9.1,-4.91,0.65,0.66,-8.99,-5.16,0.38,0.82,19.32,0.59,0.58,-0.91,1.3,0.56,0.02,0.61,N
7.16,36.97,6.28,9.36,29.38,64.35,35.61,0.04,0.05,0.06,0.03,2.03,-14.74,-16.5,0.52,0.61,-30.05,363.07,0.55,2.24,7.78,0.44,0.56,-0.89,0.72,0.57,0.02,0.64,N
6.73,27.78,17.31,13.41,60.39,40.84,42.53,0.07,0.21,0.07,0.04,1.14,16.26,-6.41,0.58,0.54,-5.91,-12.26,0.52,-0.8,-1.9,0.38,0.51,-0.92,1.0,0.44,0.02,0.63,N
4.56,31.53,8.26,6.77,13.97,85.43,69.84,0.03,0.06,0.21,0.07,1.88,-2.38,-11.99,0.53,0.55,28.79,12.26,0.53,-0.68,-0.86,0.39,0.59,-0.59,1.04,-0.04,0.01,0.52,N
15.26,12.48,9.16,6.65,23.83,37.43,41.92,0.08,0.07,0.04,0.05,0.76,-4.7,11.38,0.93,0.53,8.02,-7.83,0.52,1.78,9.93,0.43,0.58,-0.57,1.35,0.49,0.01,0.52,N
6.67,46.75,9.74,10.72,14.29,124.19,48.5,0.05,0.13,0.13,0.13,0.76,-9.54,6.79,2.46,0.59,19.45,-1.07,0.28,0.66,14.11,0.64,0.63,1.09,0.42,0.3,0.01,0.63,N
5.2,13.95,8.03,8.5,30.51,27.98,31.83,0.04,0.04,0.04,0.05,1.01,-10.2,164.12,0.96,0.58,15.63,-10.17,0.55,1.51,19.87,0.59,0.48,-0.79,1.09,0.44,0.02,0.64,N
14.96,24.5,9.02,8.45,15.95,31.5,31.82,0.05,0.05,0.04,0.05,0.7,-2.67,2.62,1.32,0.59,2.78,13.64,0.48,1.25,11.38,0.49,0.55,-0.85,0.27,0.56,0.02,0.61,N
5.16,17.54,6.95,8.23,13.11,77.54,196.14,0.07,0.05,0.04,0.04,0.73,33.8,12.18,0.99,0.54,-14.72,-12.48,0.48,1.01,9.28,0.58,0.51,-1.08,0.77,0.77,0.01,0.61,N
6.71,16.21,7.74,6.7,22.28,58.77,75.78,0.05,0.06,0.04,0.07,4.36,-4.79,2.67,1.09,0.54,3.49,3.99,0.55,1.09,11.21,0.53,0.55,-0.88,1.57,0.44,0.02,0.61,N
4.95,14.3,7.31,10.78,15.61,38.1,39.96,0.03,0.06,0.03,0.03,0.96,-2.88,3.37,0.96,0.5,3.57,120.84,0.47,-0.37,-2.97,0.39,0.43,-0.49,0.43,0.33,0.01,0.63,N
4.84,67.59,7.94,10.94,19.34,75.44,43.97,0.04,0.06,0.04,0.03,0.77,27.29,40.11,0.92,0.52,-68.12,-3.39,0.5,1.86,10.51,0.49,0.61,-0.66,0.62,0.43,0.01,0.61,N
6.91,10.68,5.96,9.47,22.12,24.77,58.95,0.04,0.03,0.11,0.07,1.23,33.1,6.61,0.71,0.51,-23.02,20.48,0.47,-1.26,2.65,0.37,0.55,-1.33,0.92,0.29,0.02,0.57,N
15.02,16.47,7.97,6.44,19.95,65.68,112.06,0.04,0.05,0.05,0.04,1.13,385.48,-16.94,0.79,0.49,-14.05,-7.41,0.5,2.01,8.77,0.49,0.54,-1.22,1.19,0.49,0.01,0.58,N
5.91,37.06,11.23,6.24,33.95,93.82,104.06,0.07,0.04,0.04,0.05,0.77,-16.59,7.56,1.08,0.57,51.82,-3.15,0.51,1.62,1.59,0.44,0.48,-0.46,1.01,0.45,0.01,0.45,N
